episode,actions,rewards
1068,2,-300.0
1069,6,205.0
1070,2,-99.0
1071,2,-99.0
1072,14,-89.0
1073,10,-193.0
1074,4,3.0
1075,2,-300.0
1076,2,-300.0
1077,4,-97.0
1078,38,-471.0
1079,6,-398.0
1080,2,-199.0
1081,6,-296.0
1082,14,-90.0
1083,2,-300.0
1084,2,-99.0
1085,2,-300.0
1086,4,-198.0
1087,16,13.0
1088,4,-97.0
1089,6,4.0
1090,6,-296.0
1091,8,-94.0
1092,2,-300.0
1093,2,-500.0
1094,2,-199.0
1095,4,-398.0
1096,6,5.0
1097,2,-299.0
1098,2,-300.0
1099,4,-98.0
1100,2,-299.0
1101,2,-99.0
1102,2,-199.0
1103,2,-500.0
1104,2,-99.0
1105,2,-199.0
1106,2,-400.0
1107,2,-300.0
1108,2,-99.0
1109,2,-199.0
1110,2,-299.0
1111,2,-299.0
1112,2,-99.0
1113,4,-97.0
1114,2,-400.0
1115,6,-397.0
1116,6,-95.0
1117,2,-500.0
1118,2,-199.0
1119,4,-198.0
1120,2,-99.0
1121,2,-300.0
1122,2,-99.0
1123,4,-399.0
1124,2,-300.0
1125,2,-400.0
1126,2,-400.0
1127,2,-99.0
1128,2,-99.0
1129,4,-198.0
1130,4,103.0
1131,2,-199.0
1132,2,-300.0
1133,2,-299.0
1134,2,-400.0
1135,2,-300.0
1136,2,-300.0
1137,2,-400.0
1138,2,-300.0
1139,6,-95.0
1140,4,103.0
1141,4,-197.0
1142,2,-99.0
1143,2,-99.0
1144,2,-400.0
1145,4,-399.0
1146,2,-500.0
1147,6,104.0
1148,4,-297.0
1149,2,-299.0
1150,2,-300.0
1151,4,-198.0
1152,2,-400.0
1153,2,-199.0
1154,2,-99.0
1155,2,-199.0
1156,2,-300.0
1157,42,-565.0
1158,2,-300.0
1159,10,-91.0
1160,2,-99.0
1161,2,-99.0
1162,10,-392.0
1163,2,-99.0
1164,6,-196.0
1165,8,-93.0
1166,6,-197.0
1167,6,-196.0
1168,8,-397.0
1169,4,-498.0
1170,2,-99.0
1171,4,-600.0
1172,2,-299.0
1173,2,-400.0
1174,2,-300.0
1175,2,-199.0
1176,2,-199.0
1177,2,-300.0
1178,2,-300.0
1179,4,-499.0
1180,2,-99.0
1181,2,-199.0
1182,12,-492.0
1183,8,-296.0
1184,4,-399.0
1185,2,-299.0
1186,2,-99.0
1187,12,-190.0
1188,2,-299.0
1189,14,-190.0
1190,2,-300.0
1191,2,-99.0
1192,8,6.0
1193,2,-199.0
1194,2,-99.0
1195,6,104.0
1196,6,-95.0
1197,2,-299.0
1198,4,-499.0
1199,2,-400.0
1200,2,-300.0
1201,6,-97.0
1202,2,-99.0
1203,8,-595.0
1204,2,-199.0
1205,20,217.0
1206,2,-400.0
1207,2,-299.0
1208,2,-99.0
1209,2,-99.0
1210,2,-299.0
1211,2,-99.0
1212,2,-199.0
1213,2,-199.0
1214,2,-99.0
1215,2,-99.0
1216,2,-500.0
1217,8,-395.0
1218,6,-96.0
1219,4,-399.0
1220,2,-99.0
1221,18,-286.0
1222,4,-197.0
1223,2,-300.0
1224,6,4.0
1225,4,-98.0
1226,6,-397.0
1227,4,-97.0
1228,12,-290.0
1229,2,-199.0
1230,2,-99.0
1231,2,-99.0
1232,2,-99.0
1233,2,-99.0
1234,2,-299.0
1235,6,-497.0
1236,6,-197.0
1237,4,-499.0
1238,2,-299.0
1239,48,646.1548032352921
1240,2,-199.0
1241,6,-95.0
1242,2,-99.0
1243,4,-97.0
1244,6,-95.0
1245,2,-299.0
1246,6,-96.0
1247,2,-199.0
1248,10,-192.0
1249,2,-99.0
1250,2,-300.0
1251,2,-400.0
1252,2,-300.0
1253,6,-95.0
1254,2,-300.0
1255,4,-398.0
1256,2,-199.0
1257,2,-199.0
1258,8,-195.0
1259,2,-99.0
1260,2,-99.0
1261,14,110.0
1262,2,-299.0
1263,6,-95.0
1264,2,-99.0
1265,4,-98.0
1266,20,14.0
1267,4,-298.0
1268,10,-92.0
1269,2,-300.0
1270,2,-99.0
1271,4,-299.0
1272,2,-300.0
1273,14,211.0
1274,4,103.0
1275,2,-300.0
1276,4,-399.0
1277,6,-296.0
1278,2,-199.0
1279,2,-199.0
1280,2,-199.0
1281,6,-398.0
1282,12,211.0
1283,2,-99.0
1284,2,-500.0
1285,2,-299.0
1286,4,-98.0
1287,8,-395.0
1288,4,-97.0
1289,2,-99.0
1290,2,-400.0
1291,6,104.0
1292,2,-99.0
1293,2,-99.0
1294,2,-199.0
1295,2,-500.0
1296,2,-99.0
1297,2,-400.0
1298,2,-199.0
1299,2,-500.0
1300,2,-400.0
1301,6,5.0
1302,10,-94.0
1303,2,-299.0
1304,4,-197.0
1305,6,-196.0
1306,2,-199.0
1307,4,-197.0
1308,2,-99.0
1309,6,-197.0
1310,2,-400.0
1311,8,207.0
1312,10,-394.0
1313,2,-300.0
1314,2,-299.0
1315,14,-290.0
1316,4,3.0
1317,2,-99.0
1318,2,-400.0
1319,2,-99.0
1320,2,-99.0
1321,2,-99.0
1322,2,-199.0
1323,2,-299.0
1324,4,103.0
1325,2,-400.0
1326,2,-99.0
1327,6,-297.0
1328,2,-300.0
1329,22,-183.0
1330,4,103.0
1331,2,-99.0
1332,8,-94.0
1333,10,-493.0
1334,4,-399.0
1335,2,-299.0
1336,2,-400.0
1337,14,113.0
1338,2,-500.0
1339,2,-99.0
1340,4,-97.0
1341,2,-199.0
1342,2,-299.0
1343,14,-189.0
1344,6,205.0
1345,4,-97.0
1346,6,-196.0
1347,14,-90.0
1348,2,-99.0
1349,4,-98.0
1350,4,-499.0
1351,2,-299.0
1352,4,-399.0
1353,4,-98.0
1354,2,-299.0
1355,2,-199.0
1356,2,-299.0
1357,2,-199.0
1358,2,-99.0
1359,2,-300.0
1360,6,-95.0
1361,2,-99.0
1362,2,-400.0
1363,2,-99.0
1364,2,-500.0
1365,2,-300.0
1366,20,-384.0
1367,2,-400.0
1368,2,-199.0
1369,10,308.0
1370,4,-97.0
1371,2,-99.0
1372,2,-299.0
1373,4,-299.0
1374,16,-286.0
1375,2,-199.0
1376,4,-97.0
1377,2,-400.0
1378,2,-199.0
1379,2,-99.0
1380,2,-99.0
1381,2,-99.0
1382,100,895.0
1383,2,-300.0
1384,4,-198.0
1385,2,-299.0
1386,2,-199.0
1387,2,-99.0
1388,8,407.0
1389,6,-296.0
1390,2,-99.0
1391,2,-300.0
1392,10,-193.0
1393,2,-299.0
1394,2,-99.0
1395,6,-297.0
1396,2,-300.0
1397,4,-298.0
1398,4,-198.0
1399,2,-199.0
1400,2,-299.0
1401,2,-299.0
1402,2,-300.0
1403,10,108.0
1404,8,-296.0
1405,2,-99.0
1406,4,-299.0
1407,4,-298.0
1408,2,-199.0
1409,2,-300.0
1410,2,-400.0
1411,2,-99.0
1412,4,-399.0
1413,2,-99.0
1414,2,-99.0
1415,2,-300.0
1416,2,-99.0
1417,2,-500.0
1418,2,-400.0
1419,2,-99.0
1420,4,-98.0
1421,2,-300.0
1422,2,-300.0
1423,6,-397.0
1424,4,-298.0
1425,2,-500.0
1426,4,3.0
1427,4,-600.0
1428,2,-99.0
1429,2,-99.0
1430,2,-300.0
1431,2,-99.0
1432,2,-99.0
1433,4,-498.0
1434,4,-98.0
1435,2,-300.0
1436,2,-400.0
1437,2,-300.0
1438,2,-300.0
1439,6,105.0
1440,2,-299.0
1441,4,103.0
1442,14,11.0
1443,2,-299.0
1444,2,-400.0
1445,6,5.0
1446,2,-199.0
1447,2,-300.0
1448,2,-299.0
1449,12,109.0
1450,2,-99.0
1451,8,-195.0
1452,4,-499.0
1453,2,-300.0
1454,2,-99.0
1455,2,-300.0
1456,2,-99.0
1457,2,-99.0
1458,2,-99.0
1459,2,-99.0
1460,8,-194.0
1461,2,-99.0
1462,2,-199.0
1463,2,-99.0
1464,4,-298.0
1465,2,-99.0
1466,2,-300.0
1467,2,-99.0
1468,6,-799.0
1469,4,-98.0
1470,8,-95.0
1471,10,209.0
1472,2,-299.0
1473,4,-298.0
1474,2,-300.0
1475,2,-99.0
1476,2,-299.0
1477,2,-299.0
1478,2,-300.0
1479,2,-99.0
1480,2,-99.0
1481,2,-300.0
1482,2,-500.0
1483,20,217.0
1484,2,-299.0
1485,4,-198.0
1486,4,-198.0
1487,2,-500.0
1488,6,205.0
1489,2,-400.0
1490,2,-300.0
1491,2,-199.0
1492,2,-99.0
1493,2,-299.0
1494,2,-400.0
1495,4,-199.0
1496,46,-57.0
1497,2,-400.0
1498,4,103.0
1499,8,-295.0
1500,2,-99.0
1501,4,-97.0
1502,2,-300.0
1503,2,-99.0
1504,4,-399.0
1505,2,-99.0
1506,14,-391.0
1507,2,-199.0
